,LogTime,Epc,Rssi,Reader,Ant,TimeStamp,EmitPower,Frequency,Latency
20943,2019-11-07-19:32:42,epc_91,-55,2xj6BqqmmTkptv2KxA,1,1573155162021,23.0,867500,129
20944,2019-11-07-19:32:42,epc_98,-56,2xj6BqqmmTkptv2KxA,1,1573155162021,23.0,867500,129
20945,2019-11-07-19:32:42,epc_100,-70,2xj6BqqmmTkptv2KxA,1,1573155162021,23.0,867500,129
20946,2019-11-07-19:32:42,epc_94,-61,2xj6BqqmmTkptv2KxA,1,1573155162021,23.0,867500,129
20947,2019-11-07-19:32:42,epc_139,-56,2xj6BqqmmTkptv2KxA,4,1573155162021,23.0,866900,129
20948,2019-11-07-19:32:42,epc_99,-71,2xj6BqqmmTkptv2KxA,4,1573155162021,23.0,866900,129
20949,2019-11-07-19:32:42,epc_188,-59,2xj6BqqmmTkptv2KxA,4,1573155162021,23.0,866900,129
20950,2019-11-07-19:32:42,epc_102,-63,2xj6BqqmmTkptv2KxA,1,1573155162063,23.0,865700,87
20951,2019-11-07-19:32:42,epc_98,-65,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20952,2019-11-07-19:32:42,epc_101,-60,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20953,2019-11-07-19:32:42,epc_103,-70,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20954,2019-11-07-19:32:42,epc_94,-61,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20955,2019-11-07-19:32:42,epc_104,-61,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20956,2019-11-07-19:32:42,epc_97,-59,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20957,2019-11-07-19:32:42,epc_100,-61,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,865700,185
20958,2019-11-07-19:32:42,epc_102,-59,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20959,2019-11-07-19:32:42,epc_98,-60,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20960,2019-11-07-19:32:42,epc_105,-65,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20961,2019-11-07-19:32:42,epc_91,-64,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20962,2019-11-07-19:32:42,epc_97,-64,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20963,2019-11-07-19:32:42,epc_94,-60,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20964,2019-11-07-19:32:42,epc_104,-59,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20965,2019-11-07-19:32:42,epc_101,-54,2xj6BqqmmTkptv2KxA,1,1573155162165,23.0,867500,185
20966,2019-11-07-19:32:42,epc_102,-62,2xj6BqqmmTkptv2KxA,3,1573155162165,23.0,866900,185
20967,2019-11-07-19:32:42,epc_88,-64,2xj6BqqmmTkptv2KxA,3,1573155162264,23.0,866900,86
20968,2019-11-07-19:32:42,epc_188,-59,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20969,2019-11-07-19:32:42,epc_82,-68,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20970,2019-11-07-19:32:42,epc_139,-54,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20971,2019-11-07-19:32:42,epc_100,-64,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20972,2019-11-07-19:32:42,epc_105,-62,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20973,2019-11-07-19:32:42,epc_84,-65,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20974,2019-11-07-19:32:42,epc_97,-64,2xj6BqqmmTkptv2KxA,3,1573155162265,23.0,866900,85
20975,2019-11-07-19:32:42,epc_103,-70,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20976,2019-11-07-19:32:42,epc_94,-62,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20977,2019-11-07-19:32:42,epc_97,-54,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20978,2019-11-07-19:32:42,epc_102,-46,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20979,2019-11-07-19:32:42,epc_91,-56,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20980,2019-11-07-19:32:42,epc_100,-64,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20981,2019-11-07-19:32:42,epc_99,-63,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20982,2019-11-07-19:32:42,epc_105,-57,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20983,2019-11-07-19:32:42,epc_104,-61,2xj6BqqmmTkptv2KxA,1,1573155162265,23.0,866300,85
20984,2019-11-07-19:32:42,epc_93,-53,2xj6BqqmmTkptv2KxA,1,1573155162283,23.0,866300,67
20985,2019-11-07-19:32:42,epc_96,-69,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20986,2019-11-07-19:32:42,epc_101,-55,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20987,2019-11-07-19:32:42,epc_93,-62,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20988,2019-11-07-19:32:42,epc_99,-65,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20989,2019-11-07-19:32:42,epc_102,-73,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20990,2019-11-07-19:32:42,epc_98,-59,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20991,2019-11-07-19:32:42,epc_97,-58,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20992,2019-11-07-19:32:42,epc_100,-59,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20993,2019-11-07-19:32:42,epc_91,-61,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20994,2019-11-07-19:32:42,epc_104,-57,2xj6BqqmmTkptv2KxA,1,1573155162383,23.0,865700,167
20995,2019-11-07-19:32:42,epc_142,-70,2xj6BqqmmTkptv2KxA,4,1573155162383,23.0,867500,167
20996,2019-11-07-19:32:42,epc_139,-46,2xj6BqqmmTkptv2KxA,4,1573155162383,23.0,867500,167
20997,2019-11-07-19:32:42,epc_101,-62,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
20998,2019-11-07-19:32:42,epc_97,-60,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
20999,2019-11-07-19:32:42,epc_139,-63,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
21000,2019-11-07-19:32:42,epc_91,-68,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
21001,2019-11-07-19:32:42,epc_105,-61,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
21002,2019-11-07-19:32:42,epc_104,-65,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
21003,2019-11-07-19:32:42,epc_98,-66,2xj6BqqmmTkptv2KxA,1,1573155162485,23.0,866300,65
21004,2019-11-07-19:32:42,epc_102,-65,2xj6BqqmmTkptv2KxA,1,1573155162584,23.0,865700,166
21005,2019-11-07-19:32:42,epc_104,-60,2xj6BqqmmTkptv2KxA,1,1573155162584,23.0,865700,166
21006,2019-11-07-19:32:42,epc_101,-58,2xj6BqqmmTkptv2KxA,1,1573155162584,23.0,865700,166
21007,2019-11-07-19:32:42,epc_98,-64,2xj6BqqmmTkptv2KxA,1,1573155162584,23.0,865700,166
21008,2019-11-07-19:32:42,epc_93,-62,2xj6BqqmmTkptv2KxA,1,1573155162584,23.0,865700,166
21009,2019-11-07-19:32:42,epc_99,-71,2xj6BqqmmTkptv2KxA,1,1573155162584,23.0,865700,166
21010,2019-11-07-19:32:42,epc_82,-67,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21011,2019-11-07-19:32:42,epc_91,-67,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21012,2019-11-07-19:32:42,epc_84,-65,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21013,2019-11-07-19:32:42,epc_139,-46,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21014,2019-11-07-19:32:42,epc_88,-65,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21015,2019-11-07-19:32:42,epc_105,-61,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21016,2019-11-07-19:32:42,epc_102,-60,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21017,2019-11-07-19:32:42,epc_87,-65,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21018,2019-11-07-19:32:42,epc_188,-61,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21019,2019-11-07-19:32:42,epc_104,-66,2xj6BqqmmTkptv2KxA,3,1573155162584,23.0,867500,166
21020,2019-11-07-19:32:42,epc_89,-62,2xj6BqqmmTkptv2KxA,3,1573155162604,23.0,867500,146
21021,2019-11-07-19:32:42,epc_80,-67,2xj6BqqmmTkptv2KxA,3,1573155162604,23.0,867500,146
21022,2019-11-07-19:32:42,epc_99,-63,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21023,2019-11-07-19:32:42,epc_97,-56,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21024,2019-11-07-19:32:42,epc_91,-62,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21025,2019-11-07-19:32:42,epc_104,-63,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21026,2019-11-07-19:32:42,epc_93,-50,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21027,2019-11-07-19:32:42,epc_94,-64,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21028,2019-11-07-19:32:42,epc_105,-60,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21029,2019-11-07-19:32:42,epc_101,-63,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21030,2019-11-07-19:32:42,epc_102,-49,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866900,66
21031,2019-11-07-19:32:42,epc_104,-57,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866300,66
21032,2019-11-07-19:32:42,epc_98,-62,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866300,66
21033,2019-11-07-19:32:42,epc_97,-59,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866300,66
21034,2019-11-07-19:32:42,epc_100,-59,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866300,66
21035,2019-11-07-19:32:42,epc_99,-60,2xj6BqqmmTkptv2KxA,1,1573155162684,23.0,866300,66
21036,2019-11-07-19:32:42,epc_101,-55,2xj6BqqmmTkptv2KxA,1,1573155162742,23.0,866300,8
21037,2019-11-07-19:32:42,epc_188,-63,2xj6BqqmmTkptv2KxA,4,1573155162742,23.0,865700,8
21038,2019-11-07-19:32:42,epc_139,-40,2xj6BqqmmTkptv2KxA,4,1573155162742,23.0,865700,8
21039,2019-11-07-19:32:42,epc_139,-60,2xj6BqqmmTkptv2KxA,1,1573155162802,23.0,866900,148
21040,2019-11-07-19:32:42,epc_97,-62,2xj6BqqmmTkptv2KxA,1,1573155162843,23.0,866900,107
21041,2019-11-07-19:32:42,epc_98,-70,2xj6BqqmmTkptv2KxA,1,1573155162843,23.0,866900,107
21042,2019-11-07-19:32:42,epc_93,-69,2xj6BqqmmTkptv2KxA,1,1573155162843,23.0,866900,107
21043,2019-11-07-19:32:42,epc_104,-67,2xj6BqqmmTkptv2KxA,1,1573155162843,23.0,866900,107
21044,2019-11-07-19:32:42,epc_102,-62,2xj6BqqmmTkptv2KxA,1,1573155162843,23.0,866900,107
21045,2019-11-07-19:32:42,epc_101,-67,2xj6BqqmmTkptv2KxA,1,1573155162843,23.0,866900,107
21046,2019-11-07-19:32:42,epc_104,-67,2xj6BqqmmTkptv2KxA,1,1573155162904,23.0,866300,46
21047,2019-11-07-19:32:42,epc_101,-64,2xj6BqqmmTkptv2KxA,1,1573155162904,23.0,866300,46
21048,2019-11-07-19:32:42,epc_93,-66,2xj6BqqmmTkptv2KxA,1,1573155162904,23.0,866300,46
21049,2019-11-07-19:32:42,epc_101,-67,2xj6BqqmmTkptv2KxA,3,1573155162904,23.0,865700,46
21050,2019-11-07-19:32:42,epc_102,-60,2xj6BqqmmTkptv2KxA,3,1573155162904,23.0,865700,46
21051,2019-11-07-19:32:42,epc_84,-65,2xj6BqqmmTkptv2KxA,3,1573155162904,23.0,865700,46
21052,2019-11-07-19:32:42,epc_91,-69,2xj6BqqmmTkptv2KxA,3,1573155162904,23.0,865700,46
21053,2019-11-07-19:32:42,epc_147,-65,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21054,2019-11-07-19:32:42,epc_89,-63,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21055,2019-11-07-19:32:42,epc_82,-69,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21056,2019-11-07-19:32:42,epc_97,-61,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21057,2019-11-07-19:32:42,epc_105,-62,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21058,2019-11-07-19:32:42,epc_100,-69,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21059,2019-11-07-19:32:42,epc_88,-64,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21060,2019-11-07-19:32:42,epc_139,-44,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21061,2019-11-07-19:32:42,epc_140,-73,2xj6BqqmmTkptv2KxA,3,1573155162944,23.0,865700,6
21062,2019-11-07-19:32:43,epc_102,-54,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21063,2019-11-07-19:32:43,epc_139,-67,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21064,2019-11-07-19:32:43,epc_101,-60,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21065,2019-11-07-19:32:43,epc_97,-63,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21066,2019-11-07-19:32:43,epc_105,-63,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21067,2019-11-07-19:32:43,epc_91,-67,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21068,2019-11-07-19:32:43,epc_104,-64,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21069,2019-11-07-19:32:43,epc_99,-63,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21070,2019-11-07-19:32:43,epc_94,-67,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21071,2019-11-07-19:32:43,epc_93,-56,2xj6BqqmmTkptv2KxA,1,1573155163004,23.0,867500,146
21072,2019-11-07-19:32:43,epc_100,-57,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,867500,86
21073,2019-11-07-19:32:43,epc_94,-69,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21074,2019-11-07-19:32:43,epc_98,-67,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21075,2019-11-07-19:32:43,epc_93,-67,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21076,2019-11-07-19:32:43,epc_100,-60,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21077,2019-11-07-19:32:43,epc_101,-56,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21078,2019-11-07-19:32:43,epc_91,-64,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21079,2019-11-07-19:32:43,epc_97,-69,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21080,2019-11-07-19:32:43,epc_99,-63,2xj6BqqmmTkptv2KxA,1,1573155163064,23.0,866900,86
21081,2019-11-07-19:32:43,epc_145,-69,2xj6BqqmmTkptv2KxA,4,1573155163182,23.0,866300,168
21082,2019-11-07-19:32:43,epc_140,-63,2xj6BqqmmTkptv2KxA,4,1573155163182,23.0,866300,168
21083,2019-11-07-19:32:43,epc_105,-68,2xj6BqqmmTkptv2KxA,4,1573155163182,23.0,866300,168
21084,2019-11-07-19:32:43,epc_139,-46,2xj6BqqmmTkptv2KxA,4,1573155163182,23.0,866300,168
21085,2019-11-07-19:32:43,epc_142,-61,2xj6BqqmmTkptv2KxA,4,1573155163182,23.0,866300,168
21086,2019-11-07-19:32:43,epc_139,-57,2xj6BqqmmTkptv2KxA,1,1573155163182,23.0,867500,168
21087,2019-11-07-19:32:43,epc_97,-70,2xj6BqqmmTkptv2KxA,1,1573155163222,23.0,867500,128
21088,2019-11-07-19:32:43,epc_102,-62,2xj6BqqmmTkptv2KxA,1,1573155163222,23.0,867500,128
21089,2019-11-07-19:32:43,epc_91,-70,2xj6BqqmmTkptv2KxA,1,1573155163284,23.0,866900,66
21090,2019-11-07-19:32:43,epc_188,-65,2xj6BqqmmTkptv2KxA,3,1573155163284,23.0,866300,66
21091,2019-11-07-19:32:43,epc_140,-66,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21092,2019-11-07-19:32:43,epc_102,-60,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21093,2019-11-07-19:32:43,epc_145,-61,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21094,2019-11-07-19:32:43,epc_80,-67,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21095,2019-11-07-19:32:43,epc_143,-62,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21096,2019-11-07-19:32:43,epc_147,-64,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21097,2019-11-07-19:32:43,epc_100,-68,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21098,2019-11-07-19:32:43,epc_139,-39,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21099,2019-11-07-19:32:43,epc_97,-63,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21100,2019-11-07-19:32:43,epc_144,-55,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21101,2019-11-07-19:32:43,epc_87,-66,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21102,2019-11-07-19:32:43,epc_89,-65,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21103,2019-11-07-19:32:43,epc_84,-65,2xj6BqqmmTkptv2KxA,3,1573155163345,23.0,866300,5
21104,2019-11-07-19:32:43,epc_101,-60,2xj6BqqmmTkptv2KxA,1,1573155163383,23.0,865700,167
21105,2019-11-07-19:32:43,epc_99,-64,2xj6BqqmmTkptv2KxA,1,1573155163383,23.0,865700,167
21106,2019-11-07-19:32:43,epc_105,-68,2xj6BqqmmTkptv2KxA,1,1573155163383,23.0,865700,167
21107,2019-11-07-19:32:43,epc_139,-66,2xj6BqqmmTkptv2KxA,1,1573155163383,23.0,865700,167
21108,2019-11-07-19:32:43,epc_100,-62,2xj6BqqmmTkptv2KxA,1,1573155163383,23.0,865700,167
21109,2019-11-07-19:32:43,epc_93,-63,2xj6BqqmmTkptv2KxA,1,1573155163383,23.0,865700,167
21110,2019-11-07-19:32:43,epc_104,-64,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,865700,85
21111,2019-11-07-19:32:43,epc_97,-68,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,865700,85
21112,2019-11-07-19:32:43,epc_102,-64,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,865700,85
21113,2019-11-07-19:32:43,epc_101,-61,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,867500,85
21114,2019-11-07-19:32:43,epc_99,-61,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,867500,85
21115,2019-11-07-19:32:43,epc_104,-64,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,867500,85
21116,2019-11-07-19:32:43,epc_100,-60,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,867500,85
21117,2019-11-07-19:32:43,epc_91,-67,2xj6BqqmmTkptv2KxA,1,1573155163465,23.0,867500,85
21118,2019-11-07-19:32:43,epc_147,-61,2xj6BqqmmTkptv2KxA,4,1573155163503,23.0,866900,47
21119,2019-11-07-19:32:43,epc_144,-58,2xj6BqqmmTkptv2KxA,4,1573155163503,23.0,866900,47
21120,2019-11-07-19:32:43,epc_140,-61,2xj6BqqmmTkptv2KxA,4,1573155163503,23.0,866900,47
21121,2019-11-07-19:32:43,epc_142,-57,2xj6BqqmmTkptv2KxA,4,1573155163503,23.0,866900,47
21122,2019-11-07-19:32:43,epc_143,-54,2xj6BqqmmTkptv2KxA,4,1573155163503,23.0,866900,47
21123,2019-11-07-19:32:43,epc_146,-42,2xj6BqqmmTkptv2KxA,4,1573155163503,23.0,866900,47
21124,2019-11-07-19:32:43,epc_139,-53,2xj6BqqmmTkptv2KxA,4,1573155163605,23.0,866900,145
21125,2019-11-07-19:32:43,epc_104,-69,2xj6BqqmmTkptv2KxA,1,1573155163605,23.0,865700,145
21126,2019-11-07-19:32:43,epc_93,-70,2xj6BqqmmTkptv2KxA,1,1573155163605,23.0,865700,145
21127,2019-11-07-19:32:43,epc_102,-64,2xj6BqqmmTkptv2KxA,1,1573155163605,23.0,865700,145
21128,2019-11-07-19:32:43,epc_139,-57,2xj6BqqmmTkptv2KxA,1,1573155163605,23.0,865700,145
21129,2019-11-07-19:32:43,epc_99,-69,2xj6BqqmmTkptv2KxA,1,1573155163605,23.0,865700,145
21130,2019-11-07-19:32:43,epc_97,-66,2xj6BqqmmTkptv2KxA,1,1573155163704,23.0,867500,46
21131,2019-11-07-19:32:43,epc_93,-69,2xj6BqqmmTkptv2KxA,1,1573155163704,23.0,867500,46
21132,2019-11-07-19:32:43,epc_102,-68,2xj6BqqmmTkptv2KxA,1,1573155163704,23.0,867500,46
21133,2019-11-07-19:32:43,epc_144,-51,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21134,2019-11-07-19:32:43,epc_140,-61,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21135,2019-11-07-19:32:43,epc_139,-40,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21136,2019-11-07-19:32:43,epc_183,-69,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21137,2019-11-07-19:32:43,epc_141,-63,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21138,2019-11-07-19:32:43,epc_190,-70,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21139,2019-11-07-19:32:43,epc_87,-65,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21140,2019-11-07-19:32:43,epc_97,-65,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21141,2019-11-07-19:32:43,epc_146,-61,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21142,2019-11-07-19:32:43,epc_188,-64,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21143,2019-11-07-19:32:43,epc_191,-72,2xj6BqqmmTkptv2KxA,3,1573155163704,23.0,866900,46
21144,2019-11-07-19:32:43,epc_80,-68,2xj6BqqmmTkptv2KxA,3,1573155163724,23.0,866900,26
21145,2019-11-07-19:32:43,epc_142,-51,2xj6BqqmmTkptv2KxA,3,1573155163724,23.0,866900,26
21146,2019-11-07-19:32:43,epc_84,-69,2xj6BqqmmTkptv2KxA,3,1573155163724,23.0,866900,26
21147,2019-11-07-19:32:43,epc_143,-62,2xj6BqqmmTkptv2KxA,3,1573155163724,23.0,866900,26
21148,2019-11-07-19:32:43,epc_101,-64,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,866300,146
21149,2019-11-07-19:32:43,epc_105,-69,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,866300,146
21150,2019-11-07-19:32:43,epc_99,-65,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,866300,146
21151,2019-11-07-19:32:43,epc_100,-64,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,866300,146
21152,2019-11-07-19:32:43,epc_139,-66,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,866300,146
21153,2019-11-07-19:32:43,epc_94,-70,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,866300,146
21154,2019-11-07-19:32:43,epc_104,-65,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,865700,146
21155,2019-11-07-19:32:43,epc_99,-66,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,865700,146
21156,2019-11-07-19:32:43,epc_100,-67,2xj6BqqmmTkptv2KxA,1,1573155163804,23.0,865700,146
21157,2019-11-07-19:32:43,epc_101,-65,2xj6BqqmmTkptv2KxA,1,1573155163863,23.0,865700,87
21158,2019-11-07-19:32:43,epc_138,-65,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21159,2019-11-07-19:32:43,epc_147,-60,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21160,2019-11-07-19:32:43,epc_143,-53,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21161,2019-11-07-19:32:43,epc_139,-44,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21162,2019-11-07-19:32:43,epc_97,-70,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21163,2019-11-07-19:32:43,epc_144,-54,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21164,2019-11-07-19:32:43,epc_146,-41,2xj6BqqmmTkptv2KxA,4,1573155163863,23.0,867500,87
21165,2019-11-07-19:32:43,epc_101,-71,2xj6BqqmmTkptv2KxA,1,1573155163923,23.0,866300,27
21166,2019-11-07-19:32:44,epc_99,-66,2xj6BqqmmTkptv2KxA,1,1573155164004,23.0,866300,146
21167,2019-11-07-19:32:44,epc_139,-59,2xj6BqqmmTkptv2KxA,1,1573155164004,23.0,866300,146
21168,2019-11-07-19:32:44,epc_100,-67,2xj6BqqmmTkptv2KxA,1,1573155164004,23.0,866300,146
21169,2019-11-07-19:32:44,epc_102,-69,2xj6BqqmmTkptv2KxA,1,1573155164004,23.0,865700,146
21170,2019-11-07-19:32:44,epc_93,-70,2xj6BqqmmTkptv2KxA,1,1573155164004,23.0,865700,146
21171,2019-11-07-19:32:44,epc_140,-61,2xj6BqqmmTkptv2KxA,3,1573155164023,23.0,867500,127
21172,2019-11-07-19:32:44,epc_146,-61,2xj6BqqmmTkptv2KxA,3,1573155164023,23.0,867500,127
21173,2019-11-07-19:32:44,epc_145,-60,2xj6BqqmmTkptv2KxA,3,1573155164023,23.0,867500,127
21174,2019-11-07-19:32:44,epc_87,-65,2xj6BqqmmTkptv2KxA,3,1573155164023,23.0,867500,127
21175,2019-11-07-19:32:44,epc_188,-64,2xj6BqqmmTkptv2KxA,3,1573155164023,23.0,867500,127
21176,2019-11-07-19:32:44,epc_141,-63,2xj6BqqmmTkptv2KxA,3,1573155164102,23.0,867500,48
21177,2019-11-07-19:32:44,epc_139,-39,2xj6BqqmmTkptv2KxA,3,1573155164102,23.0,867500,48
21178,2019-11-07-19:32:44,epc_144,-51,2xj6BqqmmTkptv2KxA,3,1573155164102,23.0,867500,48
