,LogTime,Epc,Rssi,Reader,Ant,TimeStamp,EmitPower,Frequency,Latency
0,2019-11-07-19:29:54,epc_4,-63,2xj6BqqmmTkptv2KxA,4,1573154994000,23.0,867500,150
1,2019-11-07-19:29:54,epc_85,-48,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
2,2019-11-07-19:29:54,epc_83,-55,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
3,2019-11-07-19:29:54,epc_84,-58,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
4,2019-11-07-19:29:54,epc_82,-59,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
5,2019-11-07-19:29:54,epc_89,-56,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
6,2019-11-07-19:29:54,epc_86,-51,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
7,2019-11-07-19:29:54,epc_81,-53,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,866300,90
8,2019-11-07-19:29:54,epc_81,-70,2xj6BqqmmTkptv2KxA,1,1573154994060,23.0,865700,90
9,2019-11-07-19:29:54,epc_86,-53,2xj6BqqmmTkptv2KxA,1,1573154994161,23.0,865700,189
10,2019-11-07-19:29:54,epc_89,-47,2xj6BqqmmTkptv2KxA,1,1573154994161,23.0,865700,189
11,2019-11-07-19:29:54,epc_83,-64,2xj6BqqmmTkptv2KxA,1,1573154994161,23.0,865700,189
12,2019-11-07-19:29:54,epc_84,-59,2xj6BqqmmTkptv2KxA,1,1573154994161,23.0,865700,189
13,2019-11-07-19:29:54,epc_88,-51,2xj6BqqmmTkptv2KxA,1,1573154994161,23.0,865700,189
14,2019-11-07-19:29:54,epc_85,-57,2xj6BqqmmTkptv2KxA,1,1573154994161,23.0,865700,189
15,2019-11-07-19:29:54,epc_25,-60,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
16,2019-11-07-19:29:54,epc_16,-59,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
17,2019-11-07-19:29:54,epc_193,-64,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
18,2019-11-07-19:29:54,epc_3,-55,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
19,2019-11-07-19:29:54,epc_37,-62,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
20,2019-11-07-19:29:54,epc_30,-57,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
21,2019-11-07-19:29:54,epc_4,-60,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
22,2019-11-07-19:29:54,epc_23,-58,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
23,2019-11-07-19:29:54,epc_89,-66,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
24,2019-11-07-19:29:54,epc_18,-55,2xj6BqqmmTkptv2KxA,3,1573154994161,23.0,867500,189
25,2019-11-07-19:29:54,epc_24,-62,2xj6BqqmmTkptv2KxA,3,1573154994200,23.0,867500,150
26,2019-11-07-19:29:54,epc_80,-53,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
27,2019-11-07-19:29:54,epc_84,-50,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
28,2019-11-07-19:29:54,epc_82,-49,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
29,2019-11-07-19:29:54,epc_89,-51,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
30,2019-11-07-19:29:54,epc_81,-68,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
31,2019-11-07-19:29:54,epc_88,-58,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
32,2019-11-07-19:29:54,epc_87,-54,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
33,2019-11-07-19:29:54,epc_83,-51,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866900,89
34,2019-11-07-19:29:54,epc_87,-61,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866300,89
35,2019-11-07-19:29:54,epc_85,-58,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866300,89
36,2019-11-07-19:29:54,epc_86,-41,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866300,89
37,2019-11-07-19:29:54,epc_88,-60,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866300,89
38,2019-11-07-19:29:54,epc_83,-53,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866300,89
39,2019-11-07-19:29:54,epc_89,-56,2xj6BqqmmTkptv2KxA,1,1573154994261,23.0,866300,89
40,2019-11-07-19:29:54,epc_80,-53,2xj6BqqmmTkptv2KxA,1,1573154994281,23.0,866300,69
41,2019-11-07-19:29:54,epc_81,-51,2xj6BqqmmTkptv2KxA,1,1573154994281,23.0,866300,69
42,2019-11-07-19:29:54,epc_84,-59,2xj6BqqmmTkptv2KxA,1,1573154994281,23.0,866300,69
43,2019-11-07-19:29:54,epc_38,-61,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
44,2019-11-07-19:29:54,epc_17,-65,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
45,2019-11-07-19:29:54,epc_10,-63,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
46,2019-11-07-19:29:54,epc_0,-62,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
47,2019-11-07-19:29:54,epc_20,-64,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
48,2019-11-07-19:29:54,epc_12,-58,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
49,2019-11-07-19:29:54,epc_14,-64,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
50,2019-11-07-19:29:54,epc_34,-63,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
51,2019-11-07-19:29:54,epc_25,-53,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
52,2019-11-07-19:29:54,epc_32,-51,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
53,2019-11-07-19:29:54,epc_3,-49,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
54,2019-11-07-19:29:54,epc_18,-54,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
55,2019-11-07-19:29:54,epc_5,-59,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
56,2019-11-07-19:29:54,epc_15,-64,2xj6BqqmmTkptv2KxA,4,1573154994401,23.0,865700,149
57,2019-11-07-19:29:54,epc_84,-59,2xj6BqqmmTkptv2KxA,1,1573154994401,23.0,866900,149
58,2019-11-07-19:29:54,epc_86,-51,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
59,2019-11-07-19:29:54,epc_81,-53,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
60,2019-11-07-19:29:54,epc_85,-48,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
61,2019-11-07-19:29:54,epc_82,-60,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
62,2019-11-07-19:29:54,epc_83,-54,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
63,2019-11-07-19:29:54,epc_18,-73,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
64,2019-11-07-19:29:54,epc_89,-58,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866900,49
65,2019-11-07-19:29:54,epc_85,-57,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
66,2019-11-07-19:29:54,epc_88,-50,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
67,2019-11-07-19:29:54,epc_89,-47,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
68,2019-11-07-19:29:54,epc_83,-63,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
69,2019-11-07-19:29:54,epc_80,-69,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
70,2019-11-07-19:29:54,epc_86,-52,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
71,2019-11-07-19:29:54,epc_84,-60,2xj6BqqmmTkptv2KxA,1,1573154994501,23.0,866300,49
72,2019-11-07-19:29:54,epc_19,-52,2xj6BqqmmTkptv2KxA,3,1573154994520,23.0,865700,30
73,2019-11-07-19:29:54,epc_1,-58,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
74,2019-11-07-19:29:54,epc_5,-50,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
75,2019-11-07-19:29:54,epc_193,-64,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
76,2019-11-07-19:29:54,epc_32,-54,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
77,2019-11-07-19:29:54,epc_14,-60,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
78,2019-11-07-19:29:54,epc_22,-56,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
79,2019-11-07-19:29:54,epc_20,-62,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
80,2019-11-07-19:29:54,epc_17,-57,2xj6BqqmmTkptv2KxA,3,1573154994602,23.0,865700,148
81,2019-11-07-19:29:54,epc_25,-46,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
82,2019-11-07-19:29:54,epc_23,-48,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
83,2019-11-07-19:29:54,epc_30,-45,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
84,2019-11-07-19:29:54,epc_26,-54,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
85,2019-11-07-19:29:54,epc_16,-44,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
86,2019-11-07-19:29:54,epc_4,-53,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
87,2019-11-07-19:29:54,epc_39,-57,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
88,2019-11-07-19:29:54,epc_83,-69,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
89,2019-11-07-19:29:54,epc_31,-51,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
90,2019-11-07-19:29:54,epc_89,-64,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
91,2019-11-07-19:29:54,epc_15,-56,2xj6BqqmmTkptv2KxA,3,1573154994603,23.0,865700,147
92,2019-11-07-19:29:54,epc_84,-51,2xj6BqqmmTkptv2KxA,1,1573154994641,23.0,867500,109
93,2019-11-07-19:29:54,epc_89,-51,2xj6BqqmmTkptv2KxA,1,1573154994641,23.0,867500,109
94,2019-11-07-19:29:54,epc_87,-54,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
95,2019-11-07-19:29:54,epc_82,-48,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
96,2019-11-07-19:29:54,epc_83,-51,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
97,2019-11-07-19:29:54,epc_88,-58,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
98,2019-11-07-19:29:54,epc_80,-54,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
99,2019-11-07-19:29:54,epc_85,-55,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
100,2019-11-07-19:29:54,epc_25,-69,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,867500,28
101,2019-11-07-19:29:54,epc_87,-61,2xj6BqqmmTkptv2KxA,1,1573154994722,23.0,866900,28
102,2019-11-07-19:29:54,epc_89,-56,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
103,2019-11-07-19:29:54,epc_83,-53,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
104,2019-11-07-19:29:54,epc_86,-41,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
105,2019-11-07-19:29:54,epc_80,-53,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
106,2019-11-07-19:29:54,epc_81,-52,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
107,2019-11-07-19:29:54,epc_82,-58,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
108,2019-11-07-19:29:54,epc_88,-60,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
109,2019-11-07-19:29:54,epc_85,-58,2xj6BqqmmTkptv2KxA,1,1573154994723,23.0,866900,27
110,2019-11-07-19:29:54,epc_12,-56,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
111,2019-11-07-19:29:54,epc_20,-60,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
112,2019-11-07-19:29:54,epc_11,-59,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
113,2019-11-07-19:29:54,epc_22,-46,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
114,2019-11-07-19:29:54,epc_16,-51,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
115,2019-11-07-19:29:54,epc_25,-49,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
116,2019-11-07-19:29:54,epc_24,-61,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
117,2019-11-07-19:29:54,epc_18,-52,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
118,2019-11-07-19:29:54,epc_36,-52,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
119,2019-11-07-19:29:54,epc_0,-47,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
120,2019-11-07-19:29:54,epc_17,-47,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
121,2019-11-07-19:29:54,epc_34,-58,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
122,2019-11-07-19:29:54,epc_38,-57,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
123,2019-11-07-19:29:54,epc_32,-48,2xj6BqqmmTkptv2KxA,4,1573154994841,23.0,866300,109
124,2019-11-07-19:29:54,epc_8,-75,2xj6BqqmmTkptv2KxA,1,1573154994841,23.0,867500,109
125,2019-11-07-19:29:54,epc_87,-65,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
126,2019-11-07-19:29:54,epc_82,-60,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
127,2019-11-07-19:29:54,epc_89,-57,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
128,2019-11-07-19:29:54,epc_18,-68,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
129,2019-11-07-19:29:54,epc_85,-49,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
130,2019-11-07-19:29:54,epc_32,-70,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
131,2019-11-07-19:29:54,epc_86,-51,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
132,2019-11-07-19:29:54,epc_84,-58,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
133,2019-11-07-19:29:54,epc_81,-54,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
134,2019-11-07-19:29:54,epc_83,-56,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,867500,9
135,2019-11-07-19:29:54,epc_88,-50,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,866900,9
136,2019-11-07-19:29:54,epc_84,-61,2xj6BqqmmTkptv2KxA,1,1573154994941,23.0,866900,9
137,2019-11-07-19:29:54,epc_85,-60,2xj6BqqmmTkptv2KxA,1,1573154994942,23.0,866900,8
138,2019-11-07-19:29:54,epc_89,-48,2xj6BqqmmTkptv2KxA,1,1573154994942,23.0,866900,8
139,2019-11-07-19:29:54,epc_86,-52,2xj6BqqmmTkptv2KxA,1,1573154994942,23.0,866900,8
140,2019-11-07-19:29:54,epc_14,-52,2xj6BqqmmTkptv2KxA,3,1573154994942,23.0,866300,8
141,2019-11-07-19:29:55,epc_82,-65,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
142,2019-11-07-19:29:55,epc_198,-69,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
143,2019-11-07-19:29:55,epc_19,-44,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
144,2019-11-07-19:29:55,epc_25,-46,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
145,2019-11-07-19:29:55,epc_3,-45,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
146,2019-11-07-19:29:55,epc_2,-65,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
147,2019-11-07-19:29:55,epc_28,-66,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
148,2019-11-07-19:29:55,epc_22,-51,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
149,2019-11-07-19:29:55,epc_21,-65,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
150,2019-11-07-19:29:55,epc_30,-45,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
151,2019-11-07-19:29:55,epc_12,-54,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
152,2019-11-07-19:29:55,epc_23,-43,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
153,2019-11-07-19:29:55,epc_199,-71,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
154,2019-11-07-19:29:55,epc_1,-49,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
155,2019-11-07-19:29:55,epc_16,-44,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
156,2019-11-07-19:29:55,epc_5,-42,2xj6BqqmmTkptv2KxA,3,1573154995041,23.0,866300,109
157,2019-11-07-19:29:55,epc_36,-47,2xj6BqqmmTkptv2KxA,3,1573154995042,23.0,866300,108
158,2019-11-07-19:29:55,epc_4,-49,2xj6BqqmmTkptv2KxA,3,1573154995042,23.0,866300,108
159,2019-11-07-19:29:55,epc_15,-59,2xj6BqqmmTkptv2KxA,3,1573154995042,23.0,866300,108
160,2019-11-07-19:29:55,epc_86,-64,2xj6BqqmmTkptv2KxA,1,1573154995080,23.0,865700,70
161,2019-11-07-19:29:55,epc_81,-57,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
162,2019-11-07-19:29:55,epc_85,-52,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
163,2019-11-07-19:29:55,epc_87,-55,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
164,2019-11-07-19:29:55,epc_80,-55,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
165,2019-11-07-19:29:55,epc_84,-51,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
166,2019-11-07-19:29:55,epc_88,-53,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
167,2019-11-07-19:29:55,epc_82,-60,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
168,2019-11-07-19:29:55,epc_1,-74,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
169,2019-11-07-19:29:55,epc_89,-47,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
170,2019-11-07-19:29:55,epc_83,-66,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,865700,9
171,2019-11-07-19:29:55,epc_83,-48,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
172,2019-11-07-19:29:55,epc_84,-58,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
173,2019-11-07-19:29:55,epc_87,-61,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
174,2019-11-07-19:29:55,epc_88,-61,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
175,2019-11-07-19:29:55,epc_89,-56,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
176,2019-11-07-19:29:55,epc_86,-43,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
177,2019-11-07-19:29:55,epc_81,-56,2xj6BqqmmTkptv2KxA,1,1573154995141,23.0,867500,9
178,2019-11-07-19:29:55,epc_11,-63,2xj6BqqmmTkptv2KxA,4,1573154995162,23.0,866900,188
179,2019-11-07-19:29:55,epc_12,-57,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
180,2019-11-07-19:29:55,epc_15,-54,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
181,2019-11-07-19:29:55,epc_35,-59,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
182,2019-11-07-19:29:55,epc_25,-49,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
183,2019-11-07-19:29:55,epc_17,-46,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
184,2019-11-07-19:29:55,epc_19,-46,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
185,2019-11-07-19:29:55,epc_16,-41,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
186,2019-11-07-19:29:55,epc_20,-54,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
187,2019-11-07-19:29:55,epc_23,-48,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
188,2019-11-07-19:29:55,epc_26,-49,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
189,2019-11-07-19:29:55,epc_34,-50,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
190,2019-11-07-19:29:55,epc_14,-49,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
191,2019-11-07-19:29:55,epc_8,-43,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
192,2019-11-07-19:29:55,epc_0,-44,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
193,2019-11-07-19:29:55,epc_28,-46,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
194,2019-11-07-19:29:55,epc_30,-52,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
195,2019-11-07-19:29:55,epc_3,-50,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
196,2019-11-07-19:29:55,epc_18,-52,2xj6BqqmmTkptv2KxA,4,1573154995260,23.0,866900,90
197,2019-11-07-19:29:55,epc_88,-68,2xj6BqqmmTkptv2KxA,1,1573154995300,23.0,865700,50
198,2019-11-07-19:29:55,epc_2,-71,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
199,2019-11-07-19:29:55,epc_81,-61,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
200,2019-11-07-19:29:55,epc_12,-71,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
201,2019-11-07-19:29:55,epc_86,-68,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
202,2019-11-07-19:29:55,epc_85,-57,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
203,2019-11-07-19:29:55,epc_18,-77,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
204,2019-11-07-19:29:55,epc_19,-64,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
205,2019-11-07-19:29:55,epc_89,-59,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
206,2019-11-07-19:29:55,epc_17,-71,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
207,2019-11-07-19:29:55,epc_32,-74,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
208,2019-11-07-19:29:55,epc_83,-55,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
209,2019-11-07-19:29:55,epc_1,-64,2xj6BqqmmTkptv2KxA,1,1573154995361,23.0,865700,189
210,2019-11-07-19:29:55,epc_83,-61,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
211,2019-11-07-19:29:55,epc_1,-69,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
212,2019-11-07-19:29:55,epc_89,-59,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
213,2019-11-07-19:29:55,epc_88,-59,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
214,2019-11-07-19:29:55,epc_80,-61,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
215,2019-11-07-19:29:55,epc_85,-58,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
216,2019-11-07-19:29:55,epc_22,-62,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
217,2019-11-07-19:29:55,epc_81,-71,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
218,2019-11-07-19:29:55,epc_84,-56,2xj6BqqmmTkptv2KxA,1,1573154995399,23.0,867500,151
219,2019-11-07-19:29:55,epc_16,-41,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
220,2019-11-07-19:29:55,epc_33,-60,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
221,2019-11-07-19:29:55,epc_2,-55,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
222,2019-11-07-19:29:55,epc_19,-43,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
223,2019-11-07-19:29:55,epc_25,-44,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
224,2019-11-07-19:29:55,epc_17,-52,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
225,2019-11-07-19:29:55,epc_14,-56,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
226,2019-11-07-19:29:55,epc_23,-43,2xj6BqqmmTkptv2KxA,3,1573154995501,23.0,866900,49
227,2019-11-07-19:29:55,epc_3,-44,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
228,2019-11-07-19:29:55,epc_1,-50,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
229,2019-11-07-19:29:55,epc_5,-44,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
230,2019-11-07-19:29:55,epc_38,-55,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
231,2019-11-07-19:29:55,epc_36,-46,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
232,2019-11-07-19:29:55,epc_15,-57,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
233,2019-11-07-19:29:55,epc_32,-49,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
234,2019-11-07-19:29:55,epc_22,-46,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
235,2019-11-07-19:29:55,epc_26,-52,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
236,2019-11-07-19:29:55,epc_30,-43,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
237,2019-11-07-19:29:55,epc_4,-50,2xj6BqqmmTkptv2KxA,3,1573154995502,23.0,866900,48
238,2019-11-07-19:29:55,epc_89,-54,2xj6BqqmmTkptv2KxA,1,1573154995600,23.0,866300,150
239,2019-11-07-19:29:55,epc_8,-77,2xj6BqqmmTkptv2KxA,1,1573154995600,23.0,866300,150
