,refListId,date,reason,quantity,quantityMatching,quantityMissing,quantityNotExpected,timestampStart,ciuchStart,timestampStop,ciuchStop,deltaStart
305,reflist_7,"07/11/2019 19:26:08,608",0,10,10,0,0,1573154754697,"07/11/2019 19:26:06,697",1573154768591,"07/11/2019 19:26:08,591","5,87"
306,reflist_8,"07/11/2019 19:26:14,075",0,40,40,0,0,1573154760246,"07/11/2019 19:26:12,246",1573154774064,"07/11/2019 19:26:14,064","5,55"
307,reflist_9,"07/11/2019 19:26:19,533",0,8,8,0,0,1573154765594,"07/11/2019 19:26:17,594",1573154779517,"07/11/2019 19:26:19,517","5,35"
308,reflist_0,"07/11/2019 19:26:25,442",0,8,8,0,0,1573154771522,"07/11/2019 19:26:23,522",1573154785428,"07/11/2019 19:26:25,428","5,93"
309,reflist_1,"07/11/2019 19:26:31,381",0,10,10,0,0,1573154777463,"07/11/2019 19:26:29,463",1573154791368,"07/11/2019 19:26:31,368","5,94"
310,reflist_2,"07/11/2019 19:26:37,270",201,34,33,1,0,1573154783351,"07/11/2019 19:26:35,351",1573154797258,"07/11/2019 19:26:37,258","5,89"
311,reflist_3,"07/11/2019 19:26:43,215",0,10,10,0,0,1573154789234,"07/11/2019 19:26:41,234",1573154803168,"07/11/2019 19:26:43,168","5,88"
312,reflist_4,"07/11/2019 19:26:48,216",0,5,5,0,0,1573154794442,"07/11/2019 19:26:46,442",1573154808200,"07/11/2019 19:26:48,200","5,21"
313,reflist_5,"07/11/2019 19:26:54,336",201,40,39,1,0,1573154800345,"07/11/2019 19:26:52,345",1573154814327,"07/11/2019 19:26:54,327","5,90"
314,reflist_6,"07/11/2019 19:26:59,790",0,12,12,0,0,1573154805974,"07/11/2019 19:26:57,974",1573154819765,"07/11/2019 19:26:59,765","5,63"
315,reflist_7,"07/11/2019 19:27:06,077",0,10,10,0,0,1573154812098,"07/11/2019 19:27:04,098",1573154826062,"07/11/2019 19:27:06,062","6,12"
316,reflist_9,"07/11/2019 19:27:16,628",0,8,8,0,0,1573154822847,"07/11/2019 19:27:14,847",1573154836612,"07/11/2019 19:27:16,612","10,75"
317,reflist_0,"07/11/2019 19:27:23,037",0,8,8,0,0,1573154829114,"07/11/2019 19:27:21,114",1573154843021,"07/11/2019 19:27:23,021","6,27"
318,reflist_1,"07/11/2019 19:27:29,060",0,10,10,0,0,1573154835099,"07/11/2019 19:27:27,099",1573154849052,"07/11/2019 19:27:29,052","5,99"
319,reflist_2,"07/11/2019 19:27:34,943",0,34,34,0,0,1573154841048,"07/11/2019 19:27:33,048",1573154854927,"07/11/2019 19:27:34,927","5,95"
320,reflist_3,"07/11/2019 19:27:40,643",0,10,10,0,0,1573154846690,"07/11/2019 19:27:38,690",1573154860632,"07/11/2019 19:27:40,632","5,64"
321,reflist_4,"07/11/2019 19:27:45,674",0,5,5,0,0,1573154851868,"07/11/2019 19:27:43,868",1573154865648,"07/11/2019 19:27:45,648","5,18"
322,reflist_5,"07/11/2019 19:27:51,662",201,40,39,1,0,1573154857785,"07/11/2019 19:27:49,785",1573154871651,"07/11/2019 19:27:51,651","5,92"
323,reflist_6,"07/11/2019 19:27:57,357",0,12,12,0,0,1573154863318,"07/11/2019 19:27:55,318",1573154877307,"07/11/2019 19:27:57,307","5,53"
324,reflist_7,"07/11/2019 19:28:03,357",0,10,10,0,0,1573154869455,"07/11/2019 19:28:01,455",1573154883339,"07/11/2019 19:28:03,339","6,14"
325,reflist_8,"07/11/2019 19:28:08,788",0,40,40,0,0,1573154874946,"07/11/2019 19:28:06,946",1573154888777,"07/11/2019 19:28:08,777","5,49"
326,reflist_9,"07/11/2019 19:28:14,413",0,8,8,0,0,1573154880489,"07/11/2019 19:28:12,489",1573154894402,"07/11/2019 19:28:14,402","5,54"
327,reflist_0,"07/11/2019 19:28:20,356",0,8,8,0,0,1573154886448,"07/11/2019 19:28:18,448",1573154900339,"07/11/2019 19:28:20,339","5,96"
328,reflist_1,"07/11/2019 19:28:26,258",0,10,10,0,0,1573154892326,"07/11/2019 19:28:24,326",1573154906246,"07/11/2019 19:28:26,246","5,88"
329,reflist_2,"07/11/2019 19:28:32,273",0,34,34,0,0,1573154898313,"07/11/2019 19:28:30,313",1573154912246,"07/11/2019 19:28:32,246","5,99"
330,reflist_3,"07/11/2019 19:28:37,742",0,10,10,0,0,1573154903957,"07/11/2019 19:28:35,957",1573154917731,"07/11/2019 19:28:37,731","5,64"
331,reflist_4,"07/11/2019 19:28:43,311",0,5,5,0,0,1573154909350,"07/11/2019 19:28:41,350",1573154923295,"07/11/2019 19:28:43,295","5,39"
332,reflist_5,"07/11/2019 19:28:49,235",0,40,40,0,0,1573154915330,"07/11/2019 19:28:47,330",1573154929218,"07/11/2019 19:28:49,218","5,98"
333,reflist_6,"07/11/2019 19:28:54,704",0,12,12,0,0,1573154920815,"07/11/2019 19:28:52,815",1573154934689,"07/11/2019 19:28:54,689","5,49"
334,reflist_7,"07/11/2019 19:29:00,673",0,10,10,0,0,1573154926878,"07/11/2019 19:28:58,878",1573154940660,"07/11/2019 19:29:00,660","6,06"
335,reflist_8,"07/11/2019 19:29:06,116",201,40,39,1,0,1573154932235,"07/11/2019 19:29:04,235",1573154946098,"07/11/2019 19:29:06,098","5,36"
336,reflist_9,"07/11/2019 19:29:17,333",0,8,8,0,0,1573154943430,"07/11/2019 19:29:15,430",1573154957317,"07/11/2019 19:29:17,317","11,20"
337,reflist_0,"07/11/2019 19:29:26,351",0,8,8,0,0,1573154952401,"07/11/2019 19:29:24,401",1573154966340,"07/11/2019 19:29:26,340","8,97"
338,reflist_1,"07/11/2019 19:29:35,071",0,10,10,0,0,1573154961127,"07/11/2019 19:29:33,127",1573154975060,"07/11/2019 19:29:35,060","8,73"
339,reflist_2,"07/11/2019 19:29:40,665",0,34,34,0,0,1573154966769,"07/11/2019 19:29:38,769",1573154980654,"07/11/2019 19:29:40,654","5,64"
340,reflist_3,"07/11/2019 19:29:46,681",0,10,10,0,0,1573154972731,"07/11/2019 19:29:44,731",1573154986654,"07/11/2019 19:29:46,654","5,96"
341,reflist_4,"07/11/2019 19:29:54,109",0,5,5,0,0,1573154980293,"07/11/2019 19:29:52,293",1573154994092,"07/11/2019 19:29:54,092","7,56"
342,reflist_5,"07/11/2019 19:29:58,799",0,40,40,0,0,1573154984961,"07/11/2019 19:29:56,961",1573154998764,"07/11/2019 19:29:58,764","4,67"
343,reflist_6,"07/11/2019 19:30:05,868",0,12,12,0,0,1573154992048,"07/11/2019 19:30:04,048",1573155005858,"07/11/2019 19:30:05,858","7,09"
344,reflist_7,"07/11/2019 19:30:13,959",0,10,10,0,0,1573155000002,"07/11/2019 19:30:12,002",1573155013765,"07/11/2019 19:30:13,765","7,95"
345,reflist_8,"07/11/2019 19:30:18,189",201,40,38,2,0,1573155004371,"07/11/2019 19:30:16,371",1573155018125,"07/11/2019 19:30:18,125","4,37"
346,reflist_9,"07/11/2019 19:30:25,481",0,8,8,0,0,1573155011561,"07/11/2019 19:30:23,561",1573155025469,"07/11/2019 19:30:25,469","7,19"
347,reflist_0,"07/11/2019 19:30:33,584",0,8,8,0,0,1573155019594,"07/11/2019 19:30:31,594",1573155033551,"07/11/2019 19:30:33,551","8,03"
348,reflist_1,"07/11/2019 19:30:39,282",0,10,10,0,0,1573155025238,"07/11/2019 19:30:37,238",1573155039271,"07/11/2019 19:30:39,271","5,64"
349,reflist_2,"07/11/2019 19:30:45,315",0,34,34,0,0,1573155031391,"07/11/2019 19:30:43,391",1573155045292,"07/11/2019 19:30:45,292","6,15"
350,reflist_3,"07/11/2019 19:30:50,404",0,10,10,0,0,1573155036517,"07/11/2019 19:30:48,517",1573155050334,"07/11/2019 19:30:50,334","5,13"
351,reflist_4,"07/11/2019 19:30:55,347",0,5,5,0,0,1573155041566,"07/11/2019 19:30:53,566",1573155055335,"07/11/2019 19:30:55,335","5,05"
352,reflist_5,"07/11/2019 19:31:01,664",0,40,40,0,0,1573155047708,"07/11/2019 19:30:59,708",1573155061650,"07/11/2019 19:31:01,650","6,14"
353,reflist_6,"07/11/2019 19:31:10,944",0,12,12,0,0,1573155057140,"07/11/2019 19:31:09,140",1573155070931,"07/11/2019 19:31:10,931","9,43"
354,reflist_7,"07/11/2019 19:31:15,651",201,10,9,1,0,1573155061831,"07/11/2019 19:31:13,831",1573155075636,"07/11/2019 19:31:15,636","4,69"
355,reflist_8,"07/11/2019 19:31:22,012",0,40,40,0,0,1573155068135,"07/11/2019 19:31:20,135",1573155081995,"07/11/2019 19:31:21,995","6,30"
356,reflist_9,"07/11/2019 19:31:30,691",0,8,8,0,0,1573155076821,"07/11/2019 19:31:28,821",1573155090682,"07/11/2019 19:31:30,682","8,69"
357,reflist_0,"07/11/2019 19:31:37,712",0,8,8,0,0,1573155083943,"07/11/2019 19:31:35,943",1573155097699,"07/11/2019 19:31:37,699","7,12"
358,reflist_1,"07/11/2019 19:31:43,697",0,10,10,0,0,1573155089706,"07/11/2019 19:31:41,706",1573155103668,"07/11/2019 19:31:43,668","5,76"
359,reflist_2,"07/11/2019 19:31:49,993",0,34,34,0,0,1573155096053,"07/11/2019 19:31:48,053",1573155109965,"07/11/2019 19:31:49,965","6,35"
360,reflist_3,"07/11/2019 19:31:55,632",0,10,10,0,0,1573155101666,"07/11/2019 19:31:53,666",1573155115622,"07/11/2019 19:31:55,622","5,61"
361,reflist_4,"07/11/2019 19:32:02,466",0,5,5,0,0,1573155108505,"07/11/2019 19:32:00,505",1573155122455,"07/11/2019 19:32:02,455","6,84"
362,reflist_5,"07/11/2019 19:32:09,629",0,40,40,0,0,1573155115666,"07/11/2019 19:32:07,666",1573155129612,"07/11/2019 19:32:09,612","7,16"
363,reflist_6,"07/11/2019 19:32:17,110",0,12,12,0,0,1573155123130,"07/11/2019 19:32:15,130",1573155137098,"07/11/2019 19:32:17,098","7,46"
364,reflist_7,"07/11/2019 19:32:21,656",0,10,10,0,0,1573155127958,"07/11/2019 19:32:19,958",1573155141645,"07/11/2019 19:32:21,645","4,83"
365,reflist_8,"07/11/2019 19:32:27,642",0,40,40,0,0,1573155133745,"07/11/2019 19:32:25,745",1573155147614,"07/11/2019 19:32:27,614","5,79"
366,reflist_9,"07/11/2019 19:32:33,163",0,8,8,0,0,1573155139221,"07/11/2019 19:32:31,221",1573155153145,"07/11/2019 19:32:33,145","5,48"
367,reflist_0,"07/11/2019 19:32:40,336",0,8,8,0,0,1573155146496,"07/11/2019 19:32:38,496",1573155160318,"07/11/2019 19:32:40,318","7,28"
368,reflist_1,"07/11/2019 19:32:47,069",0,10,10,0,0,1573155153040,"07/11/2019 19:32:45,040",1573155167052,"07/11/2019 19:32:47,052","6,54"
369,reflist_2,"07/11/2019 19:32:51,680",0,34,34,0,0,1573155157961,"07/11/2019 19:32:49,961",1573155171662,"07/11/2019 19:32:51,662","4,92"
370,reflist_3,"07/11/2019 19:32:58,365",0,10,10,0,0,1573155164443,"07/11/2019 19:32:56,443",1573155178335,"07/11/2019 19:32:58,335","6,48"
371,reflist_4,"07/11/2019 19:33:07,462",0,5,5,0,0,1573155173552,"07/11/2019 19:33:05,552",1573155187413,"07/11/2019 19:33:07,413","9,11"
372,reflist_5,"07/11/2019 19:33:13,101",0,40,40,0,0,1573155179122,"07/11/2019 19:33:11,122",1573155193085,"07/11/2019 19:33:13,085","5,57"
373,reflist_6,"07/11/2019 19:33:20,367",0,12,12,0,0,1573155186358,"07/11/2019 19:33:18,358",1573155200336,"07/11/2019 19:33:20,336","7,24"
374,reflist_7,"07/11/2019 19:33:25,057",0,10,10,0,0,1573155191204,"07/11/2019 19:33:23,204",1573155205040,"07/11/2019 19:33:25,040","4,85"
375,reflist_8,"07/11/2019 19:33:30,678",0,40,40,0,0,1573155196700,"07/11/2019 19:33:28,700",1573155210669,"07/11/2019 19:33:30,669","5,50"
376,reflist_9,"07/11/2019 19:33:36,239",0,8,8,0,0,1573155202318,"07/11/2019 19:33:34,318",1573155216228,"07/11/2019 19:33:36,228","5,62"
377,reflist_0,"07/11/2019 19:33:42,544",0,8,8,0,0,1573155208667,"07/11/2019 19:33:40,667",1573155222527,"07/11/2019 19:33:42,527","6,35"
378,reflist_1,"07/11/2019 19:33:50,841",0,10,10,0,0,1573155217005,"07/11/2019 19:33:49,005",1573155230824,"07/11/2019 19:33:50,824","8,34"
379,reflist_2,"07/11/2019 19:33:57,240",0,34,34,0,0,1573155223303,"07/11/2019 19:33:55,303",1573155237230,"07/11/2019 19:33:57,230","6,30"
380,reflist_3,"07/11/2019 19:34:01,578",0,10,10,0,0,1573155227656,"07/11/2019 19:33:59,656",1573155241465,"07/11/2019 19:34:01,465","4,35"
381,reflist_4,"07/11/2019 19:34:06,991",0,5,5,0,0,1573155233174,"07/11/2019 19:34:05,174",1573155246981,"07/11/2019 19:34:06,981","5,52"
382,reflist_5,"07/11/2019 19:34:13,108",0,40,40,0,0,1573155239054,"07/11/2019 19:34:11,054",1573155253091,"07/11/2019 19:34:13,091","5,88"
383,reflist_6,"07/11/2019 19:34:18,674",0,12,12,0,0,1573155244759,"07/11/2019 19:34:16,759",1573155258655,"07/11/2019 19:34:18,655","5,71"
384,reflist_7,"07/11/2019 19:34:24,705",0,10,10,0,0,1573155250740,"07/11/2019 19:34:22,740",1573155264686,"07/11/2019 19:34:24,686","5,98"
385,reflist_8,"07/11/2019 19:34:29,690",201,40,39,1,0,1573155255950,"07/11/2019 19:34:27,950",1573155269670,"07/11/2019 19:34:29,670","5,21"
386,reflist_9,"07/11/2019 19:34:35,688",0,8,8,0,0,1573155261696,"07/11/2019 19:34:33,696",1573155275671,"07/11/2019 19:34:35,671","5,75"
387,reflist_0,"07/11/2019 19:34:41,636",0,8,8,0,0,1573155267687,"07/11/2019 19:34:39,687",1573155281624,"07/11/2019 19:34:41,624","5,99"
388,reflist_1,"07/11/2019 19:34:48,649",0,10,10,0,0,1573155274836,"07/11/2019 19:34:46,836",1573155288639,"07/11/2019 19:34:48,639","7,15"
